id,internal_signal_score
medquad_1115,0.93
medquad_13951,0.89
medquad_1440,0.97
medquad_6935,0.89
medquad_13124,0.91
medquad_10874,0.94
medquad_2113,0.96
medquad_7279,0.05
medquad_11529,0.95
medquad_7145,0.13
medquad_2104,0.98
medquad_7705,0.05
medquad_13839,0.97
medquad_3869,0.89
medquad_13480,0.96
medquad_11364,0.99
medquad_2830,0.96
medquad_12062,0.98
medquad_3051,0.92
medquad_8825,0.92
medquad_7898,0.07
medquad_3041,0.94
medquad_764,0.96
medquad_3851,0.99
medquad_7206,0.7
medquad_12309,1.0
medquad_12758,0.97
medquad_5430,0.94
medquad_380,0.93
medquad_5364,0.08
medquad_5757,0.95
medquad_589,0.96
medquad_9069,0.96
medquad_6215,0.97
medquad_9971,0.94
medquad_2241,0.89
medquad_9855,0.98
medquad_833,0.99
medquad_5843,0.98
medquad_11698,0.95
medquad_2991,0.87
medquad_2352,0.95
medquad_3429,0.96
medquad_710,0.97
medquad_177,0.92
medquad_13911,1.0
medquad_12268,0.99
medquad_6020,0.99
medquad_10089,0.96
medquad_11040,0.96
medquad_33,0.96
medquad_6458,0.08
