id,internal_signal_score
medquad_5030,1.0
medquad_5315,0.94
medquad_2550,0.92
medquad_7634,0.98
medquad_8256,0.89
medquad_4514,0.95
medquad_7517,0.16
medquad_7995,0.94
medquad_6178,0.24
medquad_2703,0.99
medquad_11056,0.86
medquad_13778,1.0
medquad_12610,0.86
medquad_2840,1.0
medquad_14070,0.99
medquad_866,0.98
medquad_7315,0.03
medquad_9370,1.0
medquad_3901,0.98
medquad_3558,0.9
medquad_1518,0.95
medquad_13104,1.0
medquad_8326,0.91
medquad_9225,0.98
medquad_9612,0.94
medquad_8141,0.92
medquad_5192,0.19
medquad_12938,0.9
medquad_6387,0.98
medquad_7217,1.0
medquad_9803,0.87
medquad_4730,0.97
medquad_4822,0.93
medquad_92,0.91
medquad_8565,0.97
medquad_255,0.96
medquad_6298,0.03
medquad_10882,0.99
medquad_150,0.88
medquad_8802,0.08
medquad_4160,0.95
medquad_8488,0.85
medquad_1212,0.92
medquad_6799,1.0
medquad_13507,0.99
medquad_10582,0.99
medquad_8892,1.0
medquad_2711,0.5
medquad_11058,0.98
medquad_10729,0.91
medquad_7593,0.97
medquad_12803,0.97
medquad_8317,0.85
medquad_8357,1.0
medquad_811,0.98
medquad_1289,1.0
medquad_2375,0.85
medquad_7537,1.0
medquad_11212,1.0
medquad_577,1.0
medquad_12540,0.93
medquad_10243,1.0
medquad_3988,0.99
medquad_13535,1.0
medquad_10352,0.93
medquad_11049,0.99
medquad_874,0.94
medquad_2916,0.27
medquad_2641,0.9
medquad_1964,0.99
medquad_1072,0.98
medquad_10068,0.99
medquad_4063,0.99
medquad_6817,0.1
medquad_10687,0.97
medquad_12269,1.0
medquad_4140,0.94
medquad_2240,0.98
medquad_8222,0.92
medquad_9768,0.99
medquad_5970,0.99
medquad_10696,0.99
medquad_11828,0.99
medquad_4475,0.99
medquad_413,0.98
medquad_11268,0.92
medquad_2263,0.88
medquad_6882,0.05
medquad_12969,1.0
medquad_3771,0.91
medquad_4538,0.98
medquad_2656,0.97
medquad_3616,0.9
medquad_9281,0.98
medquad_13477,0.01
medquad_9674,0.97
medquad_12104,0.94
medquad_4796,0.26
medquad_11490,0.88
medquad_9805,0.09
medquad_10167,0.97
medquad_7289,0.98
medquad_2530,0.74
medquad_11023,0.71
medquad_9782,0.96
medquad_9239,0.08
medquad_1253,0.98
medquad_4068,0.87
medquad_13525,1.0
medquad_1796,0.97
medquad_11355,1.0
medquad_10399,1.0
medquad_4410,0.96
medquad_12788,0.99
medquad_6033,0.89
medquad_6410,0.99
medquad_535,0.99
medquad_6579,0.97
medquad_10467,1.0
medquad_6105,0.8
medquad_1060,1.0
medquad_6191,0.85
medquad_947,0.97
medquad_2763,0.46
medquad_10297,0.99
medquad_1805,0.96
medquad_10189,0.93
medquad_8551,0.9
medquad_12067,0.95
medquad_5117,0.98
medquad_1517,0.96
medquad_8453,0.95
medquad_813,0.99
medquad_9832,0.99
medquad_2690,0.95
medquad_8050,0.23
medquad_12238,0.98
medquad_2783,0.95
medquad_4754,0.18
medquad_7544,0.81
medquad_2821,0.96
medquad_1436,0.93
medquad_6866,0.04
medquad_13877,1.0
medquad_2912,0.95
medquad_11458,0.94
medquad_8099,1.0
medquad_5617,1.0
medquad_5006,0.88
medquad_4277,0.97
medquad_11172,0.95
medquad_6860,1.0
medquad_4874,0.98
medquad_8783,0.97
medquad_10733,0.98
medquad_2668,0.97
medquad_3196,0.97
medquad_10014,0.9
medquad_2953,0.89
medquad_5861,1.0
medquad_11967,1.0
medquad_6735,0.99
medquad_8296,0.91
medquad_6781,0.94
medquad_12625,0.99
medquad_411,0.93
medquad_4745,0.24
medquad_12770,0.93
medquad_2774,1.0
medquad_7334,0.89
medquad_10487,0.97
medquad_5576,0.93
medquad_2532,0.96
medquad_3818,0.93
medquad_13723,1.0
medquad_11786,0.99
medquad_3960,1.0
medquad_534,0.95
medquad_7473,1.0
medquad_5406,0.94
medquad_10447,0.99
medquad_3587,0.98
medquad_12021,0.96
medquad_12824,0.99
medquad_7774,1.0
medquad_1115,0.98
medquad_13951,1.0
medquad_1440,0.99
medquad_6935,0.91
medquad_13124,0.95
medquad_10874,1.0
medquad_2113,0.94
medquad_7279,0.1
medquad_11529,0.99
medquad_7145,0.14
medquad_2104,0.97
medquad_7705,0.01
medquad_13839,0.93
medquad_3869,0.96
medquad_13480,0.94
medquad_11364,0.99
medquad_2830,0.89
medquad_12062,0.99
medquad_3051,0.99
medquad_8825,0.9
medquad_7898,0.1
medquad_3041,0.94
medquad_764,0.93
medquad_3851,0.94
medquad_7206,0.85
medquad_12309,1.0
medquad_12758,0.96
medquad_5430,0.92
medquad_380,0.9
medquad_5364,0.05
medquad_5757,0.92
medquad_589,0.99
medquad_9069,0.89
medquad_6215,1.0
medquad_9971,0.96
medquad_2241,0.74
medquad_9855,1.0
medquad_833,0.97
medquad_5843,0.98
medquad_11698,0.93
medquad_2991,0.96
medquad_2352,0.95
medquad_3429,0.93
medquad_710,0.96
medquad_177,0.87
medquad_13911,1.0
medquad_12268,1.0
medquad_6020,0.99
medquad_10089,0.94
medquad_11040,0.96
medquad_33,0.98
medquad_6458,0.12
